,name,city,Check_in_date,Check_out_date,pool,gym,spa,free_parking,bathtub,restuarant,Airport_transfer,Bar,Kitchen,Connecting_rooms_available,Internet_access,Pet_friendly,No of Nights,City Center,price
875,Hilton Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,3.8,7000
876,Courtyard by Marriott Chennai,Chennai,2021-02-23,2021-02-25,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,2,8.3,6250
877,Park Hyatt Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,2,5.8,8048
878,Taj Club House,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,2,10.0,6400
879,"The Raintree, Anna Salai",Chennai,2021-02-23,2021-02-25,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,2,7.7,7998
880,"ITC Grand Chola, a Luxury Collection Hotel, Chennai",Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,5.4,10260
881,"Aloft Chennai, OMR - IT Expressway",Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,16.0,3870
882,Hotel Savera,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,9.6,5500
883,Ramada by Wyndham Chennai Egmore,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,11.0,7098
884,Hotel Mount Heera,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,2,4.6,4000
885,The Leela Palace Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,11.0,14998
886,The Park Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,8.7,5900
887,ibis Chennai OMR Hotel,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,15.0,3598
888,Kolam Serviced Apartments - Alwarpet,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,8.1,4463
889,Taj Connemara,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,10.0,9100
890,FEATHERS- A Radha Hotel,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,1.2,9500
891,Taj Coromandel,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,8.7,13250
892,Somerset Greenways Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,2,11.0,15712
893,Holiday Inn Express Chennai OMR Thoraipakkam,Chennai,2021-02-23,2021-02-25,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,2,13.0,3298
894,The Residency Towers,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,7.7,17300
895,E Hotel,Chennai,2021-02-23,2021-02-25,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,2,10.0,6500
896,Vivanta Chennai IT Expressway,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,2,15.0,4700
898,GRAND OLIVER,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,12.0,3200
899,Raj Palace,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,yes,no,no,no,no,2,7.2,6000
900,Hyatt Regency Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,8.2,7898
901,Lemon Tree Hotel Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,6.0,5758
902,Hotel SMA Grand Inn,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,12.0,3800
903,Ramada Plaza by Wyndham Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,5.9,7783
904,ibis Chennai City Centre Hotel,Chennai,2021-02-23,2021-02-25,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,2,9.6,4639
905,"Abu Sarovar Portico, Chennai - Kilpauk",Chennai,2021-02-23,2021-02-25,no,no,yes,yes,no,yes,no,no,no,no,yes,no,2,10.0,6098
907,Hanu Reddy Residences Poes Garden,Chennai,2021-02-23,2021-02-25,no,yes,no,no,no,yes,yes,no,no,no,no,no,2,8.8,4858
909,Green Park Hotel,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,4.5,7400
910,Hotel Saravanaa Boarding and Lodging,Chennai,2021-02-23,2021-02-25,no,no,yes,yes,no,no,no,no,no,no,no,no,2,5.6,1998
911,Radisson Blu Hotel Chennai City Centre,Chennai,2021-02-23,2021-02-25,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,2,9.9,9498
912,R Hotel - Manapakkam,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,1.6,2400
913,Maple Tree Hotels,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,no,yes,no,no,no,no,2,5.0,3697
914,Nexstay Star Holiday Inn,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,17.0,2198
915,Hotel Sakthi Priya,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,no,no,no,no,yes,no,2,11.0,2400
916,Accord Chrome,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,yes,no,no,yes,no,no,2,9.3,6750
917,Novotel Chennai OMR Hotel,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,2,15.0,4648
918,"The Elite Grand, Chennai",Chennai,2021-02-23,2021-02-25,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,2,19.0,12000
919,Hotel Adithya,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,12.0,1518
920,REGENTA CENTRAL RS - CHENNAI,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,22.0,3700
921,Olive Serviced Apartments,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,yes,no,no,no,2,10.0,2870
922,Treebo Trend Adin Residence,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,2.3,4354
923,Zaith Residency Near US Consulate & Apollo hospitals,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,yes,no,yes,no,no,no,2,9.1,3000
924,ibis Chennai SIPCOT Hotel,Chennai,2021-02-23,2021-02-25,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,2,23.0,2800
926,Rithikha Inn Crest,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,4.4,3000
927,ULO Yali Service Apartment,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,11.0,3300
928,Hotel Pearl International,Chennai,2021-02-23,2021-02-25,no,yes,no,yes,no,yes,yes,no,no,no,no,no,2,12.0,5122
929,Maxiprime Hotel Manapakkam,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,2.2,5000
930,The Accord Metropolitan,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,7.7,7355
931,NK Grand Park Hotel,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,no,no,no,no,no,no,2,7.0,4533
932,Hanu Reddy Residences Wallace Garden,Chennai,2021-02-23,2021-02-25,no,no,no,no,no,yes,yes,no,no,no,no,no,2,9.2,7200
933,OYO 5890 Eben Service apartments,Chennai,2021-02-23,2021-02-25,no,no,no,yes,yes,no,no,no,no,no,no,no,2,15.0,2581
934,Grand Elegant,Chennai,2021-02-23,2021-02-25,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,12.0,3600
935,Rentostay Hotel,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,6.0,2714
936,Hotel Aadithya by TGI,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,no,yes,no,no,no,no,2,4.6,10800
937,Le Royal Meridien Chennai,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,4.3,7500
938,Park Avenue Hotel,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,yes,no,no,no,no,no,2,8.5,4500
939,Beverly Hotel,Chennai,2021-02-23,2021-02-25,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,2,9.2,6998
941,The K11 Hotels,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,yes,yes,no,no,yes,no,no,2,6.4,3400
942,Value Hotel,Chennai,2021-02-23,2021-02-25,no,no,no,yes,no,no,no,no,no,no,no,no,2,7.3,2232
943,Grand Chennai by GRT Hotels,Chennai,2021-02-23,2021-02-25,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,7.8,9400
944,Novotel Chennai SIPCOT Hotel,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,2,23.0,3598
945,Ambassador Pallava,Chennai,2021-02-23,2021-02-25,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,10.0,6790
946,Hilton Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,3.8,14000
947,Courtyard by Marriott Chennai,Chennai,2021-02-23,2021-02-27,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,4,8.3,12700
948,Taj Club House,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,4,10.0,10509
949,Park Hyatt Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,4,5.8,15946
950,Hotel Savera,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,9.6,11000
951,"ITC Grand Chola, a Luxury Collection Hotel, Chennai",Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,5.4,21660
952,"Aloft Chennai, OMR - IT Expressway",Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,16.0,7605
953,"The Raintree, Anna Salai",Chennai,2021-02-23,2021-02-27,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,4,7.7,15996
954,Ramada by Wyndham Chennai Egmore,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,11.0,14196
955,Hotel Mount Heera,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,4,4.6,8000
956,ibis Chennai OMR Hotel,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,15.0,7195
957,The Leela Palace Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,11.0,28500
958,Kolam Serviced Apartments - Alwarpet,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,8.1,8925
959,Turyaa Chennai- OMR IT Expressway,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,11.0,7556
960,Vivanta Chennai IT Expressway,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,4,15.0,8645
961,Hotel Saravanaa Boarding and Lodging,Chennai,2021-02-23,2021-02-27,no,no,yes,yes,no,no,no,no,no,no,no,no,4,5.6,3996
962,The Park Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,8.7,11540
963,Citadines OMR Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,4,16.0,10200
964,Hotel SMA Grand Inn,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,12.0,7600
965,Holiday Inn Express Chennai OMR Thoraipakkam,Chennai,2021-02-23,2021-02-27,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,4,13.0,5607
966,R Hotel - Manapakkam,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,1.6,4800
967,E Hotel,Chennai,2021-02-23,2021-02-27,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,4,10.0,13000
969,GRAND OLIVER,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,12.0,6400
970,Hyatt Regency Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,8.2,14998
971,FEATHERS- A Radha Hotel,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,1.2,18749
972,Taj Connemara,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,4,10.0,19200
974,"Abu Sarovar Portico, Chennai - Kilpauk",Chennai,2021-02-23,2021-02-27,no,no,yes,yes,no,yes,no,no,no,no,yes,no,4,10.0,12196
975,Taj Coromandel,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,4,8.7,27218
976,ibis Chennai City Centre Hotel,Chennai,2021-02-23,2021-02-27,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,4,9.6,9279
977,Ramada Plaza by Wyndham Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,5.9,16016
978,Lemon Tree Hotel Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,6.0,12237
979,Accord Chrome,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,yes,no,no,yes,no,no,4,9.3,13500
980,Hotel Sakthi Priya,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,no,no,no,yes,no,4,11.0,4800
981,Hanu Reddy Residences Poes Garden,Chennai,2021-02-23,2021-02-27,no,yes,no,no,no,yes,yes,no,no,no,no,no,4,8.8,9896
983,Rithikha Inn Crest,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,4.4,6000
984,Hotel Adithya,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,12.0,3036
985,Green Park Hotel,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,4.5,14800
986,The Residency Towers,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,7.7,34200
987,Maxiprime Hotel Manapakkam,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,2.2,10000
988,Grand Chennai by GRT Hotels,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,7.8,14560
989,Novotel Chennai OMR Hotel,Chennai,2021-02-23,2021-02-27,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,4,15.0,9246
990,Radisson Blu Hotel Chennai City Centre,Chennai,2021-02-23,2021-02-27,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,4,9.9,19296
991,Raj Palace,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,yes,yes,no,no,no,no,4,7.2,11800
992,Maple Tree Hotels,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,yes,no,no,no,no,4,5.0,7430
993,Olive Serviced Apartments,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,yes,no,no,no,4,10.0,5740
994,The Accord Metropolitan,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,7.7,13603
995,ibis Chennai SIPCOT Hotel,Chennai,2021-02-23,2021-02-27,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,4,23.0,5600
996,Value Hotel,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,7.3,4464
997,Zaith Residency Near US Consulate & Apollo hospitals,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,yes,no,yes,no,no,no,4,9.1,6000
998,Hotel Pearl International,Chennai,2021-02-23,2021-02-27,no,yes,no,yes,no,yes,yes,no,no,no,no,no,4,12.0,10244
999,Hanu Reddy Residences Wallace Garden,Chennai,2021-02-23,2021-02-27,no,no,no,no,no,yes,yes,no,no,no,no,no,4,9.2,14200
1000,Royal Grand Days,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,yes,4,10.0,7200
1001,"The Elite Grand, Chennai",Chennai,2021-02-23,2021-02-27,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,4,19.0,24000
1002,NK Grand Park Hotel,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,no,no,no,no,no,4,7.0,9069
1003,OYO 5890 Eben Service apartments,Chennai,2021-02-23,2021-02-27,no,no,no,yes,yes,no,no,no,no,no,no,no,4,15.0,5154
1005,Rentostay Hotel,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,no,no,no,no,no,no,4,6.0,5286
1006,The K11 Hotels,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,yes,no,no,yes,no,no,4,6.4,6800
1007,Hotel Aadithya by TGI,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,yes,no,no,no,no,4,4.6,21600
1008,Park Avenue Hotel,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,yes,no,no,no,no,no,4,8.5,9000
1009,Novotel Chennai SIPCOT Hotel,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,4,23.0,7195
1010,Sri Sai Park,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,yes,no,no,no,no,no,4,12.0,5200
1011,Grand Elegant,Chennai,2021-02-23,2021-02-27,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,12.0,7200
1012,Ambassador Pallava,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,10.0,13370
1013,Le Royal Meridien Chennai,Chennai,2021-02-23,2021-02-27,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,4.3,14900
1015,S Hotels Chennai,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,yes,no,yes,no,no,no,no,4,7.1,9536
1016,Gemini Inn,Chennai,2021-02-23,2021-02-27,no,no,no,yes,no,no,yes,no,no,no,no,no,4,8.5,5800
1017,Hilton Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,3.8,21000
1018,Courtyard by Marriott Chennai,Chennai,2021-02-23,2021-03-01,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,8.3,19050
1019,Taj Club House,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,10.0,15345
1020,Hotel Savera,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,9.6,16500
1021,"ITC Grand Chola, a Luxury Collection Hotel, Chennai",Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,5.4,31350
1022,"Aloft Chennai, OMR - IT Expressway",Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,16.0,11880
1023,Kolam Serviced Apartments - Alwarpet,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,8.1,13388
1024,"The Raintree, Anna Salai",Chennai,2021-02-23,2021-03-01,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,6,7.7,23994
1025,ibis Chennai OMR Hotel,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,15.0,10793
1026,Park Hyatt Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,5.8,23844
1027,The Leela Palace Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,11.0,42750
1028,Hotel Saravanaa Boarding and Lodging,Chennai,2021-02-23,2021-03-01,no,no,yes,yes,no,no,no,no,no,no,no,no,6,5.6,5994
1029,E Hotel,Chennai,2021-02-23,2021-03-01,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,10.0,19500
1030,Nexstay Star Holiday Inn,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,17.0,6594
1031,Turyaa Chennai- OMR IT Expressway,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,11.0,11335
1032,Citadines OMR Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,6,16.0,16200
1033,Hotel SMA Grand Inn,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,11400
1034,Lemon Tree Hotel Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,6.0,18315
1035,The Residency Towers,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,7.7,43350
1036,GRAND OLIVER,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,9600
1039,The Park Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.7,16780
1041,"Abu Sarovar Portico, Chennai - Kilpauk",Chennai,2021-02-23,2021-03-01,no,no,yes,yes,no,yes,no,no,no,no,yes,no,6,10.0,17794
1042,FEATHERS- A Radha Hotel,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,1.2,27747
1043,Maxiprime Hotel Manapakkam,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,2.2,15000
1044,Holiday Inn Express Chennai OMR Thoraipakkam,Chennai,2021-02-23,2021-03-01,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,6,13.0,8410
1045,Taj Connemara,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,6,10.0,29800
1046,Hotel Sakthi Priya,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,no,no,no,yes,no,6,11.0,7200
1047,Accord Chrome,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,yes,no,no,yes,no,no,6,9.3,22500
1048,Green Park Hotel,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,4.5,22200
1049,ibis Chennai City Centre Hotel,Chennai,2021-02-23,2021-03-01,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,9.6,13919
1050,Hanu Reddy Residences Poes Garden,Chennai,2021-02-23,2021-03-01,no,yes,no,no,no,yes,yes,no,no,no,no,no,6,8.8,14935
1051,Taj Coromandel,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,6,8.7,43463
1052,Maple Tree Hotels,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,5.0,11173
1053,Novotel Chennai OMR Hotel,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,6,15.0,13844
1054,Royal Grand Days,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,yes,6,10.0,10800
1055,"The Elite Grand, Chennai",Chennai,2021-02-23,2021-03-01,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,6,19.0,36000
1056,Ramada Plaza by Wyndham Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,5.9,25015
1057,Hotel Adithya,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,4554
1058,The Accord Metropolitan,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,7.7,20579
1059,Raj Palace,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,yes,yes,no,no,no,no,6,7.2,18100
1060,Hanu Reddy Residences Wallace Garden,Chennai,2021-02-23,2021-03-01,no,no,no,no,no,yes,yes,no,no,no,no,no,6,9.2,21200
1061,The K11 Hotels,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,yes,no,no,yes,no,no,6,6.4,10200
1062,ibis Chennai SIPCOT Hotel,Chennai,2021-02-23,2021-03-01,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,23.0,8400
1063,Olive Serviced Apartments,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,yes,no,no,no,6,10.0,8610
1064,Hyatt Regency Chennai,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.2,22497
1065,Grand Chennai by GRT Hotels,Chennai,2021-02-23,2021-03-01,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,7.8,20960
1066,Rentostay Hotel,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,6.0,7857
1067,Zaith Residency Near US Consulate & Apollo hospitals,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,yes,no,yes,no,no,no,6,9.1,9000
1068,Value Hotel,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.3,6696
1069,Radisson Blu Hotel Chennai City Centre,Chennai,2021-02-23,2021-03-01,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,6,9.9,29094
1070,Hotel Aadithya by TGI,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,4.6,36000
1071,Novotel Chennai SIPCOT Hotel,Chennai,2021-02-23,2021-03-01,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,23.0,10793
1072,NK Grand Park Hotel,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,no,no,no,no,no,6,7.0,13603
1073,Sri Sai Park,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,yes,no,no,no,no,no,6,12.0,7800
1074,Orchid Sankrish Serviced Apartment,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,yes,no,no,yes,no,yes,no,6,11.0,9294
1075,Hotel Pearl International,Chennai,2021-02-23,2021-03-01,no,yes,no,yes,no,yes,yes,no,no,no,no,no,6,12.0,15366
1077,Gemini Inn,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,yes,no,no,no,no,no,6,8.5,8700
1078,OYO 65719 Sree Ganesh Mahal,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.6,33275
1079,Happy Planet,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,8.6,13800
1081,Spot ON 49012 New Adyar Guest House,Chennai,2021-02-23,2021-03-01,no,no,no,yes,no,no,no,no,no,no,no,no,6,9.5,30224
